"performance_id";"employee_id";"review_date";"performance_rating_clean";"productivity_score_clean";"quality_score_clean";"manager_rating";"performance_status"
399;110;"2025-02-03";3.1;74.22;43.82;1.2;"Excellent"
400;110;"2026-06-08";4.5;95.4;75.94;4.9;"Excellent"
401;122;"2026-08-17";1.5;77.44;79.64;1.7;"Needs Improvement"
402;122;"2026-05-14";2.4;61.88;81.36;2.5;"Needs Improvement"
403;131;"2026-01-27";4.4;68.99;65.77;4.3;"Needs Improvement"
404;142;"2025-12-04";0.0;91.97;59.88;1.4;"Average"
405;142;"2025-11-24";4.4;50.26;70.819535;3.5;"Excellent"
406;163;"2025-03-17";4.0;40.85;73.87;1.2;"Average"
407;199;"2025-02-24";2.4;79.18;60.34;1.5;"Average"
408;199;"2026-02-10";4.1;68.99;56.68;4.0;"Needs Improvement"
409;208;"2025-05-29";0.0;63.84;70.55;1.5;"Excellent"
410;208;"2025-06-19";3.0;90.64;75.19;3.6;"Average"
411;210;"2025-08-03";1.1;48.89;78.42;3.2;"Needs Improvement"
412;212;"2025-02-10";4.1;53.18;48.99;1.3;"Needs Improvement"
413;212;"2025-04-11";2.5;64.82;74.85;1.0;"Good"
414;213;"2026-02-22";2.6;66.36;82.17;4.6;"Good"
415;213;"2025-06-10";3.0;46.03;64.06;3.3;"Average"
416;247;"2025-10-24";2.6;59.34;66.69;2.5;"Average"
417;247;"2025-10-05";4.3;61.72;71.56;1.3;"Average"
418;269;"2025-06-14";3.3;53.9;60.16;4.4;"Good"
419;273;"2025-10-08";3.9;64.61;60.68;2.5;"Needs Improvement"
420;273;"2025-04-18";3.8;72.15;97.08;4.3;"Good"
421;278;"2026-04-24";4.8;44.19;80.92;2.1;"Good"
422;312;"2025-02-08";0.0;59.58;70.819535;1.3;"Good"
423;364;"2026-03-11";3.1;68.07;49.49;1.2;"Needs Improvement"
424;375;"2026-08-15";2.6;88.66;86.06;2.3;"Good"
425;375;"2025-12-07";1.7;57.19;90.3;4.1;"Good"
426;379;"2025-03-09";4.9;81.97;65.64;4.3;"Needs Improvement"
427;379;"2026-05-05";1.4;59.52;63.46;1.5;"Average"
428;402;"2026-08-22";2.8;68.39;99.14;2.1;"Good"
429;402;"2025-02-06";4.7;52.73;77.04;3.9;"Needs Improvement"
430;414;"2025-07-26";3.0;73.27;97.8;2.0;"Good"
431;420;"2026-05-10";1.3;48.29;93.39;3.7;"Average"
432;450;"2025-12-06";4.2;98.48;62.97;3.9;"Average"
433;450;"2025-02-05";3.5;67.99;50.73;3.2;"Excellent"
434;459;"2025-04-11";2.6;94.72;88.77;4.7;"Excellent"
435;459;"2025-04-27";3.2;91.69;60.42;3.2;"Average"
436;460;"2026-04-29";4.6;94.12;40.87;3.6;"Excellent"
437;485;"2025-03-29";3.7;57.79;79.72;3.3;"Needs Improvement"
438;486;"2025-07-20";4.9;66.14;72.64;4.2;"Good"
439;507;"2026-08-19";0.0;72.92;54.75;1.4;"Average"
440;507;"2026-02-19";3.1;92.89;97.93;4.4;"Good"
441;520;"2025-03-07";2.6;65.35;71.03;4.7;"Excellent"
442;520;"2026-04-20";4.3;68.24;73.46;1.0;"Good"
443;1029;"2025-07-17";3.7;78.15;46.84;4.8;"Good"
444;1029;"2025-09-14";1.4;51.87;87.47;3.9;"Good"
445;4;"2026-02-22";4.8;88.09;80.11;3.0;"Good"
446;13;"2025-09-25";4.9;57.85;98.86;2.5;"Needs Improvement"
447;13;"2025-10-14";2.6;49.34;65.73;3.4;"Average"
448;45;"2026-05-11";3.0;54.4;98.57;4.5;"Good"
449;55;"2025-12-03";1.7;66.67;87.29;3.7;"Needs Improvement"
450;81;"2026-01-11";1.0;73.69;74.66;4.7;"Needs Improvement"
451;84;"2025-02-22";2.4;84.58;41.33;2.4;"Average"
452;84;"2026-03-21";2.9;59.76;99.73;4.9;"Needs Improvement"
453;94;"2025-03-19";2.4;63.68;63.55;1.9;"Needs Improvement"
454;98;"2026-04-08";3.9;82.64;42.36;1.4;"Good"
455;101;"2025-07-27";2.6;55.71;68.95;2.0;"Needs Improvement"
456;101;"2025-02-28";3.2;62.22;50.89;2.3;"Excellent"
457;112;"2025-12-11";4.4;97.99;83.42;2.0;"Excellent"
458;112;"2025-10-14";3.4;96.6;76.03;4.0;"Needs Improvement"
459;117;"2025-02-12";1.3;90.09;49.74;4.2;"Average"
460;117;"2025-09-01";3.2;90.87;48.19;2.9;"Needs Improvement"
461;126;"2025-01-31";2.2;64.67;41.94;2.6;"Needs Improvement"
462;126;"2025-02-21";2.6;40.36;65.72;2.9;"Excellent"
463;130;"2026-05-21";1.8;57.46;81.54;2.3;"Average"
464;197;"2025-01-24";2.5;72.15;94.93;4.5;"Average"
465;197;"2026-01-23";1.5;60.85;74.81;3.9;"Needs Improvement"
466;205;"2026-04-03";2.8;76.74;77.09;2.7;"Excellent"
467;222;"2025-10-13";1.1;57.05;47.92;3.7;"Needs Improvement"
468;225;"2025-03-11";2.2;85.21;74.16;4.0;"Excellent"
469;243;"2026-07-06";1.4;78.75;61.71;2.7;"Excellent"
470;277;"2026-07-05";4.5;72.68;63.32;2.3;"Good"
471;277;"2026-01-18";4.2;55.15;81.69;4.2;"Needs Improvement"
472;296;"2025-08-31";2.3;64.17;70.819535;4.2;"Needs Improvement"
473;296;"2025-05-13";3.3;85.3;55.43;3.3;"Excellent"
474;300;"2026-06-14";1.5;59.0;96.8;1.8;"Excellent"
475;307;"2025-02-07";4.9;93.25;47.25;1.5;"Good"
476;307;"2026-04-20";2.0;75.04;91.99;3.2;"Excellent"
477;314;"2025-03-22";3.7;73.62;76.08;1.9;"Good"
478;314;"2026-05-29";4.3;98.82;51.79;1.4;"Needs Improvement"
479;315;"2025-11-27";2.0;88.88;53.32;3.8;"Needs Improvement"
480;315;"2026-05-05";3.2;94.22;59.02;4.9;"Needs Improvement"
481;319;"2025-02-08";1.8;44.36;79.2;3.2;"Needs Improvement"
482;319;"2025-12-06";4.7;65.93;94.31;4.2;"Good"
483;322;"2026-03-06";4.3;43.65;88.78;3.7;"Needs Improvement"
484;322;"2026-04-23";5.0;90.07;91.58;4.5;"Needs Improvement"
485;324;"2026-06-18";2.9;45.46;65.54;3.0;"Good"
486;354;"2026-04-11";2.8;84.26;93.16;4.1;"Excellent"
487;354;"2026-04-07";4.4;59.14;61.78;1.1;"Excellent"
488;355;"2025-05-19";1.7;42.29;54.67;4.2;"Good"
489;355;"2025-12-01";4.5;74.74;48.25;3.3;"Good"
490;359;"2025-08-19";3.8;78.42;97.81;1.3;"Average"
491;359;"2026-01-29";3.2;78.47;70.819535;1.8;"Needs Improvement"
492;371;"2026-06-19";2.4;63.66;67.19;3.7;"Excellent"
493;371;"2025-03-13";3.8;65.68;84.04;2.0;"Excellent"
494;377;"2025-04-27";4.4;59.87;80.35;3.3;"Needs Improvement"
495;377;"2025-03-02";4.0;55.6;53.63;2.3;"Needs Improvement"
496;388;"2026-05-26";1.8;55.02;94.02;3.8;"Needs Improvement"
497;394;"2025-03-30";1.4;70.23;82.36;5.0;"Needs Improvement"
498;394;"2025-08-06";4.8;97.81;80.51;3.5;"Excellent"
499;441;"2025-05-10";2.9;44.77;54.29;2.2;"Needs Improvement"
500;446;"2025-06-12";4.4;78.63;76.98;2.4;"Needs Improvement"
501;446;"2026-05-15";3.3;74.0;71.77;3.8;"Needs Improvement"
502;457;"2025-10-22";3.7;59.38;46.29;2.1;"Excellent"
503;457;"2026-02-15";1.9;58.62;86.66;1.3;"Needs Improvement"
504;458;"2025-07-03";2.0;42.13;64.16;1.4;"Good"
505;472;"2026-02-16";1.1;62.97;40.8;2.5;"Needs Improvement"
506;473;"2025-07-06";3.2;76.68;81.1;3.9;"Average"
507;473;"2026-01-02";4.9;42.03;91.91;1.6;"Excellent"
508;498;"2026-03-26";1.2;44.45;41.28;2.4;"Average"
509;498;"2026-04-23";3.0;53.67;92.84;2.9;"Average"
510;519;"2025-01-25";3.5;63.59;70.819535;4.6;"Good"
511;519;"2026-02-02";2.7;98.67;89.02;1.9;"Average"
512;524;"2025-01-21";3.1;76.63;94.1;2.9;"Average"
513;1025;"2025-03-01";4.9;81.33;56.97;2.6;"Excellent"
514;1025;"2026-03-29";4.1;97.98;62.14;2.9;"Good"
515;5;"2026-02-07";4.6;96.73;95.37;1.6;"Excellent"
516;5;"2025-04-20";1.9;74.08;88.13;3.8;"Excellent"
517;17;"2025-05-15";1.3;79.07;75.12;1.8;"Good"
518;17;"2026-02-18";4.0;91.02;70.12;2.1;"Needs Improvement"
519;23;"2025-06-14";2.0;46.84;99.91;3.4;"Needs Improvement"
520;30;"2025-06-21";3.1;77.64;45.18;3.6;"Needs Improvement"
521;39;"2025-02-18";3.4;75.31;89.45;1.7;"Good"
522;39;"2025-10-16";4.4;94.7;77.94;3.2;"Needs Improvement"
523;41;"2026-02-23";4.9;55.06;99.36;2.2;"Average"
524;53;"2025-05-31";3.7;75.66;52.26;4.3;"Average"
525;53;"2025-06-18";3.2;98.83;78.96;3.8;"Average"
526;62;"2026-06-14";1.7;49.71;70.819535;3.4;"Needs Improvement"
527;65;"2025-07-07";1.2;49.33;70.03;3.9;"Excellent"
528;65;"2025-12-23";2.2;68.99;64.95;3.2;"Average"
529;79;"2026-04-07";3.5;92.92;50.17;4.0;"Good"
530;79;"2026-05-26";3.4;95.15;98.95;1.3;"Good"
531;91;"2025-03-19";2.9;93.47;78.43;4.3;"Excellent"
532;105;"2025-02-01";3.6;94.03;55.14;2.2;"Average"
533;105;"2026-05-18";3.8;83.05;61.33;2.9;"Good"
534;106;"2025-10-02";5.0;91.61;61.5;4.3;"Excellent"
535;107;"2026-01-10";1.9;90.79;98.2;1.6;"Needs Improvement"
536;107;"2026-02-13";3.5;88.36;79.74;1.3;"Good"
537;135;"2025-07-23";2.8;73.8;77.5;1.5;"Needs Improvement"
538;135;"2026-02-03";2.5;41.57;50.95;2.4;"Excellent"
539;141;"2026-04-10";3.4;70.01;44.38;1.9;"Needs Improvement"
540;166;"2026-02-24";2.3;81.25;53.97;1.7;"Excellent"
541;166;"2025-08-18";1.6;63.8;51.54;1.5;"Excellent"
542;169;"2026-06-03";3.6;73.63;88.45;1.6;"Good"
543;169;"2025-09-08";1.9;83.59;80.74;4.5;"Good"
544;173;"2026-04-30";1.2;82.35;97.22;1.5;"Needs Improvement"
545;173;"2026-08-11";3.8;69.87;49.27;3.3;"Good"
546;180;"2025-06-19";2.1;77.13;58.67;2.0;"Good"
547;207;"2025-06-14";4.6;72.93;61.8;3.4;"Needs Improvement"
548;230;"2025-05-03";1.1;75.16;95.96;4.4;"Good"
549;235;"2025-02-20";3.3;52.0;76.61;1.5;"Needs Improvement"
550;235;"2025-12-28";2.2;46.28;62.38;2.8;"Excellent"
551;242;"2025-08-15";4.5;57.61;80.26;4.3;"Excellent"
552;242;"2026-08-15";4.1;90.97;50.01;4.2;"Average"
553;262;"2025-09-15";2.8;85.01;50.41;1.9;"Average"
554;262;"2026-04-05";3.6;71.9;53.08;3.4;"Good"
555;343;"2025-02-14";1.7;67.21;48.32;1.8;"Average"
556;343;"2025-06-15";2.0;62.39;87.37;4.2;"Average"
557;351;"2026-07-30";1.1;91.64;47.24;1.7;"Average"
558;370;"2025-06-23";3.3;49.38;92.62;3.3;"Good"
559;370;"2026-07-30";4.7;99.85;76.13;2.8;"Good"
560;372;"2025-03-30";1.7;99.06;70.819535;1.5;"Average"
561;378;"2025-07-03";2.6;78.91;88.85;1.1;"Average"
562;378;"2026-03-07";4.7;49.48;79.37;4.2;"Excellent"
563;401;"2025-01-23";0.0;90.17;83.28;4.5;"Excellent"
564;401;"2026-07-01";3.8;46.41;83.65;1.0;"Needs Improvement"
565;408;"2026-04-18";1.9;46.28;40.27;1.9;"Excellent"
566;408;"2026-02-20";4.4;48.54;96.85;4.7;"Average"
567;432;"2025-08-18";2.6;55.39;53.62;1.5;"Excellent"
568;437;"2025-02-09";1.7;97.67;74.88;1.1;"Good"
569;438;"2026-03-30";2.2;95.99;40.9;4.9;"Needs Improvement"
570;438;"2026-02-21";1.8;85.53;71.32;1.5;"Excellent"
571;440;"2026-08-13";4.5;96.25;91.74;2.2;"Needs Improvement"
572;444;"2026-04-10";2.3;66.95;69.9;2.5;"Good"
573;447;"2025-01-09";3.1;82.06;79.79;3.6;"Good"
574;447;"2025-12-03";1.2;90.15;67.63;3.1;"Excellent"
575;475;"2025-04-22";2.9;58.56;77.54;1.8;"Excellent"
576;481;"2026-06-08";2.0;80.03;71.95;2.4;"Excellent"
577;481;"2025-08-03";4.1;60.8;81.45;1.9;"Excellent"
578;487;"2026-06-07";3.0;74.86;74.74;3.0;"Needs Improvement"
579;487;"2025-09-29";3.5;42.39;41.35;4.3;"Excellent"
580;521;"2026-08-09";4.1;82.74;80.0;2.8;"Good"
581;12;"2025-11-21";2.1;69.7;92.04;3.1;"Excellent"
582;12;"2026-01-17";4.5;83.07;91.13;2.8;"Average"
583;16;"2025-05-28";1.3;56.36;68.61;1.0;"Average"
584;16;"2025-05-16";4.3;86.76;59.1;3.4;"Excellent"
585;19;"2026-04-29";4.9;68.77;54.36;3.4;"Excellent"
586;19;"2025-05-26";3.1;94.01;70.819535;2.3;"Average"
587;20;"2026-01-09";2.2;69.465905;81.12;5.0;"Needs Improvement"
588;20;"2025-10-15";4.0;96.58;49.85;3.5;"Average"
589;29;"2025-11-15";2.6;83.35;50.51;2.1;"Needs Improvement"
590;29;"2025-03-01";2.9;95.56;64.92;1.6;"Average"
591;85;"2026-05-14";4.2;76.11;57.31;1.7;"Excellent"
592;88;"2026-08-23";0.0;69.465905;67.1;4.8;"Good"
593;88;"2025-01-19";1.9;89.48;83.69;2.3;"Good"
594;118;"2025-07-05";1.6;53.38;88.64;4.9;"Good"
595;118;"2025-05-02";2.1;71.44;65.63;4.7;"Good"
596;125;"2026-03-23";3.2;79.98;85.07;1.4;"Good"
597;125;"2025-10-01";1.7;64.96;54.33;2.2;"Needs Improvement"
598;132;"2026-06-28";1.3;69.16;67.44;1.6;"Good"
599;132;"2026-06-20";1.5;49.62;40.33;4.7;"Average"
600;152;"2025-11-22";2.3;65.95;53.74;2.7;"Good"
601;152;"2026-02-07";3.4;66.43;96.0;3.1;"Needs Improvement"
602;155;"2025-04-26";3.9;53.69;83.47;3.3;"Average"
603;157;"2026-01-14";2.9;61.22;66.67;2.3;"Good"
604;157;"2026-08-06";1.4;96.32;42.41;2.9;"Good"
605;162;"2026-01-26";3.1;44.6;85.08;4.9;"Average"
606;162;"2025-07-22";1.6;86.72;67.8;1.9;"Needs Improvement"
607;200;"2026-07-16";3.5;77.43;48.61;4.6;"Excellent"
608;237;"2026-03-22";3.6;75.79;71.15;4.2;"Good"
609;238;"2026-03-19";3.2;86.23;82.68;4.0;"Average"
610;238;"2025-12-31";2.3;94.13;47.39;2.3;"Excellent"
611;250;"2025-02-03";1.4;66.2;62.47;4.4;"Excellent"
612;250;"2025-03-22";4.5;73.75;84.65;2.0;"Excellent"
613;253;"2026-04-01";0.0;82.9;72.34;3.7;"Needs Improvement"
614;254;"2025-11-05";4.7;95.43;54.35;2.6;"Excellent"
615;255;"2025-04-07";1.9;92.93;82.46;3.9;"Average"
616;255;"2025-05-26";1.2;82.85;48.76;4.8;"Good"
617;258;"2026-06-14";4.8;58.19;46.92;1.6;"Good"
618;289;"2025-05-30";4.6;93.3;85.95;1.7;"Average"
619;289;"2026-01-18";1.5;70.29;71.89;2.7;"Average"
620;310;"2026-03-26";2.0;43.03;81.21;4.7;"Average"
621;310;"2025-03-07";0.0;72.1;46.03;4.5;"Excellent"
622;336;"2026-02-25";1.6;69.465905;54.16;1.8;"Excellent"
623;341;"2025-10-30";2.5;74.03;64.86;4.2;"Needs Improvement"
624;341;"2026-05-29";2.3;82.91;73.19;4.0;"Excellent"
625;367;"2025-08-23";4.1;54.1;68.65;4.5;"Needs Improvement"
626;367;"2026-06-16";1.8;94.01;56.39;4.1;"Excellent"
627;386;"2025-05-04";1.5;79.9;66.44;4.8;"Good"
628;386;"2025-08-23";4.8;58.5;64.93;4.5;"Excellent"
629;409;"2026-05-07";3.9;61.21;52.74;3.0;"Needs Improvement"
630;412;"2025-03-06";1.5;76.78;65.4;2.4;"Average"
631;429;"2025-05-08";2.1;67.78;55.22;3.7;"Average"
632;429;"2025-03-02";1.1;87.32;79.43;3.7;"Good"
633;442;"2025-12-19";4.3;54.19;48.2;4.9;"Good"
634;451;"2026-02-10";3.5;40.41;64.02;4.8;"Average"
635;482;"2026-02-19";1.8;83.7;98.08;1.6;"Needs Improvement"
636;490;"2026-02-26";3.8;44.33;41.49;4.1;"Needs Improvement"
637;493;"2026-01-24";2.5;51.65;61.63;4.3;"Excellent"
638;500;"2026-03-08";3.9;51.66;53.3;1.1;"Good"
639;500;"2026-04-20";4.5;67.42;89.78;4.3;"Average"
640;1030;"2026-05-26";2.0;54.57;70.819535;2.2;"Good"
641;1030;"2025-10-02";3.7;72.39;55.8;3.3;"Excellent"
642;14;"2026-08-04";4.0;71.85;60.25;3.9;"Average"
643;43;"2025-05-18";2.8;81.41;97.98;2.6;"Excellent"
644;44;"2025-03-06";0.0;75.84;55.67;4.5;"Average"
645;44;"2026-03-25";4.8;60.53;96.41;3.9;"Needs Improvement"
646;46;"2026-04-09";4.8;92.13;43.75;4.6;"Good"
647;61;"2025-09-03";2.9;62.37;87.67;4.3;"Average"
648;61;"2026-06-30";3.4;54.06;42.93;2.6;"Needs Improvement"
649;63;"2026-04-04";2.3;53.68;70.819535;2.8;"Excellent"
650;67;"2025-05-29";3.1;95.82;91.9;3.1;"Excellent"
651;74;"2026-05-05";1.2;84.72;78.81;2.2;"Average"
652;74;"2025-06-05";3.7;71.94;41.13;3.9;"Average"
653;75;"2025-12-22";1.7;91.38;85.45;4.2;"Average"
654;75;"2025-04-24";2.7;58.54;44.65;1.7;"Average"
655;100;"2025-12-20";1.1;40.7;44.51;4.6;"Good"
656;113;"2025-12-20";2.0;73.86;64.83;4.2;"Needs Improvement"
657;114;"2025-04-30";3.9;99.14;51.87;2.2;"Needs Improvement"
658;114;"2025-02-16";3.0;78.55;86.85;2.1;"Excellent"
659;176;"2025-01-01";3.2;55.43;41.22;2.7;"Excellent"
660;176;"2025-05-10";2.7;55.49;41.29;3.5;"Excellent"
661;177;"2025-10-01";4.5;75.29;56.17;3.1;"Needs Improvement"
662;177;"2025-07-01";2.2;92.76;43.28;3.6;"Excellent"
663;187;"2026-06-20";4.3;81.09;74.05;2.1;"Average"
664;187;"2026-01-18";3.2;88.55;62.59;4.2;"Needs Improvement"
665;195;"2026-07-10";1.1;98.32;59.23;2.8;"Good"
666;211;"2025-12-24";0.0;57.81;72.29;3.5;"Average"
667;221;"2026-04-01";3.5;55.38;48.55;2.5;"Good"
668;223;"2026-08-12";2.8;75.81;61.16;1.3;"Good"
669;223;"2025-02-26";4.3;79.92;57.55;2.2;"Average"
670;226;"2025-03-10";2.2;70.71;46.24;4.7;"Good"
671;232;"2025-03-03";3.4;72.51;91.93;1.1;"Average"
672;233;"2026-06-25";2.6;61.19;50.44;4.7;"Excellent"
673;287;"2025-08-15";3.2;99.46;94.28;4.2;"Good"
674;316;"2025-06-06";1.1;49.66;88.92;3.0;"Excellent"
675;331;"2025-04-30";2.2;92.25;91.81;1.1;"Average"
676;340;"2025-01-27";1.2;77.26;58.99;3.7;"Good"
677;340;"2025-05-13";2.5;54.41;48.33;2.5;"Good"
678;348;"2026-04-14";3.2;73.05;70.819535;2.8;"Excellent"
679;348;"2026-05-26";2.0;58.01;61.2;3.5;"Excellent"
680;349;"2025-01-11";1.9;60.99;70.65;3.5;"Average"
681;356;"2026-03-16";1.2;61.56;62.39;5.0;"Needs Improvement"
682;365;"2026-07-09";4.3;69.465905;73.07;1.9;"Good"
683;365;"2026-03-01";2.3;92.17;74.1;4.7;"Needs Improvement"
684;399;"2025-08-24";3.7;59.1;97.94;3.7;"Good"
685;399;"2025-09-27";1.9;45.11;79.56;4.0;"Needs Improvement"
686;405;"2025-11-01";4.3;95.9;61.44;1.4;"Good"
687;413;"2025-02-25";1.6;93.89;86.46;3.4;"Average"
688;413;"2026-08-13";5.0;49.15;94.08;4.6;"Needs Improvement"
689;415;"2025-04-17";3.4;87.27;74.52;1.5;"Needs Improvement"
690;417;"2025-02-19";1.6;50.79;41.84;3.4;"Needs Improvement"
691;435;"2025-07-09";1.3;74.83;61.57;3.1;"Average"
692;436;"2025-06-10";3.5;69.2;76.84;3.5;"Good"
693;436;"2026-07-15";1.6;75.11;82.07;1.1;"Excellent"
694;468;"2026-04-04";1.0;59.67;47.94;1.8;"Average"
695;468;"2025-10-22";2.1;88.37;90.42;2.0;"Average"
696;476;"2026-04-17";2.3;96.84;48.8;3.2;"Good"
697;476;"2026-01-21";4.5;76.69;91.03;3.6;"Average"
698;483;"2026-04-25";2.1;47.7;95.16;1.1;"Good"
699;483;"2026-01-19";2.4;40.56;98.25;1.2;"Good"
700;491;"2025-04-02";3.5;74.36;53.51;4.0;"Excellent"
701;491;"2025-06-28";3.2;93.86;42.77;3.4;"Needs Improvement"
702;508;"2026-04-03";2.2;90.53;57.83;1.8;"Excellent"
703;1026;"2026-03-19";1.6;58.48;67.44;1.2;"Needs Improvement"
704;1026;"2025-07-04";3.4;67.73;67.7;4.2;"Average"
705;1033;"2025-09-25";4.9;80.49;98.04;4.4;"Good"
706;1033;"2025-02-28";1.5;55.68;96.94;4.6;"Average"
707;31;"2025-07-29";3.1;40.15;54.43;4.4;"Average"
708;31;"2025-05-11";1.8;91.53;70.81;2.3;"Excellent"
709;35;"2026-06-26";4.6;91.58;57.52;4.7;"Needs Improvement"
710;35;"2026-03-26";4.8;61.62;56.16;3.9;"Needs Improvement"
711;49;"2025-05-10";1.8;98.38;78.18;2.8;"Good"
712;49;"2026-01-08";4.2;64.92;87.0;3.8;"Excellent"
713;68;"2026-03-03";1.8;69.465905;58.51;1.5;"Average"
714;68;"2026-03-20";3.5;57.55;94.21;4.4;"Average"
715;70;"2026-08-21";1.5;77.65;81.61;2.3;"Average"
716;70;"2026-04-26";2.8;63.22;57.04;4.0;"Needs Improvement"
717;89;"2026-04-13";3.3;43.5;91.95;1.4;"Needs Improvement"
718;89;"2026-04-15";3.2;64.18;82.38;4.1;"Needs Improvement"
719;97;"2026-03-21";4.7;46.71;70.819535;3.8;"Good"
720;97;"2026-08-20";3.3;49.47;84.58;3.3;"Average"
721;104;"2025-10-03";1.9;48.94;88.13;2.8;"Needs Improvement"
722;120;"2026-06-17";4.0;54.65;94.07;2.3;"Needs Improvement"
723;120;"2025-09-27";1.8;98.63;79.72;4.0;"Needs Improvement"
724;140;"2026-07-18";4.1;67.53;70.819535;3.6;"Good"
725;140;"2026-05-15";3.0;93.79;75.26;2.5;"Excellent"
726;150;"2025-12-13";1.4;79.25;73.04;3.6;"Average"
727;151;"2025-10-06";5.0;77.54;98.75;4.9;"Needs Improvement"
728;189;"2025-12-18";4.5;53.46;67.07;4.9;"Average"
729;191;"2026-04-15";2.8;77.85;92.8;2.3;"Excellent"
730;192;"2026-06-15";2.6;85.63;70.819535;4.2;"Needs Improvement"
731;192;"2025-12-19";4.1;56.11;52.41;3.5;"Average"
732;201;"2026-06-14";1.6;82.67;55.49;2.0;"Average"
733;214;"2025-03-05";1.7;62.68;76.34;2.5;"Excellent"
734;214;"2025-12-14";1.1;67.93;71.5;4.5;"Needs Improvement"
735;219;"2025-05-06";4.6;60.6;61.74;3.3;"Needs Improvement"
736;219;"2026-05-04";2.3;87.61;50.75;4.8;"Good"
737;228;"2025-07-27";1.9;55.95;98.5;1.0;"Excellent"
738;228;"2026-03-09";3.1;71.66;56.67;2.1;"Average"
739;236;"2025-10-16";3.4;95.8;60.21;1.0;"Excellent"
740;265;"2025-11-20";4.9;86.27;70.819535;4.3;"Excellent"
741;284;"2025-01-15";3.6;40.2;56.55;4.2;"Excellent"
742;292;"2025-11-17";1.9;77.28;82.6;1.0;"Needs Improvement"
743;292;"2026-02-06";3.6;51.23;86.14;4.4;"Needs Improvement"
744;299;"2026-02-23";4.7;45.1;63.26;2.4;"Average"
745;362;"2025-11-12";4.3;97.53;86.87;3.0;"Excellent"
746;366;"2025-01-26";4.5;54.6;84.84;2.0;"Excellent"
747;366;"2025-10-07";4.0;47.9;83.02;4.7;"Good"
748;382;"2026-05-30";2.5;56.68;97.93;3.2;"Needs Improvement"
749;382;"2025-07-22";4.3;78.19;80.07;4.2;"Needs Improvement"
750;389;"2025-05-17";3.7;89.79;80.06;4.4;"Excellent"
751;389;"2025-03-04";1.2;88.58;41.71;2.1;"Good"
752;391;"2025-11-28";1.9;49.74;47.63;4.5;"Needs Improvement"
753;391;"2025-01-05";3.1;48.59;93.15;3.6;"Average"
754;403;"2025-05-06";4.5;93.84;46.09;1.1;"Needs Improvement"
755;456;"2025-06-23";4.2;86.45;65.72;3.8;"Excellent"
756;478;"2025-03-21";1.9;51.92;81.84;3.0;"Good"
757;529;"2025-02-07";2.0;42.85;83.24;4.5;"Good"
758;529;"2025-11-04";2.5;77.08;58.86;3.7;"Good"
759;536;"2026-08-22";1.9;72.22;44.01;1.5;"Good"
