"salary_id";"employee_id";"salary";"effective_date";"salary_increment_percent_clean"
663;288;197400.0;"2023-09-07";3.0
664;343;138900.0;"2015-02-09";15.3
665;343;153200.0;"2019-08-23";8.3
666;351;79900.0;"2016-05-04";22.6
667;370;182700.0;"2016-09-03";17.2
668;372;206100.0;"2015-03-08";7.0
669;372;60700.0;"2021-11-07";18.2
670;372;123800.0;"2024-06-22";13.6
671;378;233500.0;"2023-01-12";11.5
672;378;134900.0;"2025-07-21";21.6
673;395;202200.0;"2021-07-18";17.8
674;395;108500.0;"2021-05-16";15.6
675;395;222100.0;"2025-09-16";8.6
676;401;232900.0;"2016-04-18";15.4
677;408;46000.0;"2016-05-08";4.7
678;408;133400.0;"2019-05-31";5.4
679;432;60500.0;"2016-09-19";22.9
680;437;237300.0;"2021-10-07";19.7
681;440;116300.0;"2022-01-18";9.9
682;440;27200.0;"2023-05-28";23.2
683;444;36300.0;"2015-05-12";0.0
684;447;113700.0;"2021-05-24";8.0
685;447;208200.0;"2025-11-06";13.5
686;475;90600.0;"2020-02-17";11.0
687;481;101000.0;"2018-05-21";10.3
688;481;220600.0;"2024-02-18";10.8
689;487;31200.0;"2025-11-20";10.4
690;487;105500.0;"2019-12-06";1.5
691;487;92900.0;"2017-07-02";6.5
692;1038;78700.0;"2020-11-24";17.6
693;16;203100.0;"2020-11-17";9.4
694;16;142000.0;"2022-01-22";17.7
695;16;224900.0;"2020-01-12";7.6
696;19;193300.0;"2015-04-20";8.8
697;20;122300.0;"2025-01-09";17.2
698;20;82100.0;"2020-06-22";16.6
699;20;97600.0;"2017-08-01";2.6
700;29;234700.0;"2020-12-03";8.8
701;29;44400.0;"2016-08-19";20.9
702;85;94500.0;"2018-11-02";17.8
703;85;136300.0;"2020-09-23";0.0
704;88;176000.0;"2023-07-11";6.1
705;88;239500.0;"2019-02-02";13.1
706;118;239000.0;"2026-06-08";15.3
707;125;189400.0;"2017-12-17";17.6
708;125;31600.0;"2020-05-08";19.9
709;132;238600.0;"2025-11-02";12.4
710;152;197100.0;"2020-01-13";3.9
711;152;25500.0;"2023-05-30";1.4
712;152;132700.0;"2019-08-28";18.3
713;155;156100.0;"2016-11-21";21.8
714;155;51600.0;"2016-09-14";12.2
715;157;230300.0;"2023-06-27";13.8
716;162;164300.0;"2024-10-07";9.9
717;200;134400.0;"2018-09-19";20.5
718;237;67200.0;"2022-04-19";3.8
719;237;237500.0;"2018-06-26";12.4
720;238;188500.0;"2018-06-24";18.8
721;250;186500.0;"2016-11-29";22.2
722;250;113700.0;"2023-06-10";5.8
723;253;162200.0;"2020-08-11";14.7
724;254;205700.0;"2022-09-27";19.0
725;254;246200.0;"2024-11-22";4.5
726;258;75400.0;"2022-12-05";20.0
727;258;42200.0;"2018-06-16";11.7
728;260;61400.0;"2018-02-17";14.0
729;260;65700.0;"2019-06-21";21.0
730;289;69600.0;"2022-12-10";5.5
731;289;245900.0;"2018-09-11";8.6
732;310;88400.0;"2018-01-27";16.3
733;313;149500.0;"2018-05-04";2.2
734;313;35900.0;"2015-08-19";12.1
735;336;181600.0;"2019-07-08";4.9
736;336;70000.0;"2025-08-22";9.1
737;341;38000.0;"2016-10-07";12.8
738;367;90900.0;"2020-10-04";15.7
739;367;119400.0;"2018-08-23";16.8
740;386;235300.0;"2020-10-08";0.5
741;409;161200.0;"2019-04-05";1.7
742;409;232600.0;"2025-10-24";21.3
743;409;182700.0;"2016-10-04";21.2
744;412;194200.0;"2026-04-12";7.5
745;429;203000.0;"2019-03-28";6.0
746;442;212800.0;"2020-02-16";7.3
747;442;141300.0;"2023-08-17";18.7
748;442;131600.0;"2025-10-08";12.5
749;451;71200.0;"2024-05-30";23.2
750;451;78400.0;"2021-08-18";3.1
751;482;63000.0;"2020-12-25";22.8
752;482;169000.0;"2019-04-24";16.1
753;482;226600.0;"2019-05-12";22.7
754;490;100800.0;"2022-01-25";11.7
755;493;110000.0;"2019-10-20";13.0
756;493;106000.0;"2020-04-28";19.6
757;500;194700.0;"2016-03-19";0.2
758;500;64100.0;"2016-10-02";18.8
759;500;224400.0;"2019-01-01";9.1
760;513;114800.0;"2021-07-08";12.0
761;1030;27300.0;"2021-09-10";16.2
762;1030;176700.0;"2015-10-20";10.4
763;14;84400.0;"2015-03-02";8.9
764;43;227500.0;"2019-10-03";14.9
765;44;202500.0;"2015-03-08";12.8
766;44;156000.0;"2022-05-14";9.0
767;44;43100.0;"2016-03-18";2.8
768;46;201300.0;"2019-05-26";16.5
769;61;178400.0;"2016-01-04";17.7
770;61;166100.0;"2016-01-03";13.1
771;63;221200.0;"2025-10-29";15.9
772;67;172900.0;"2019-10-08";6.5
773;67;75500.0;"2016-05-14";6.1
774;67;157400.0;"2021-04-23";6.0
775;74;168900.0;"2019-05-17";19.3
776;74;153800.0;"2015-10-17";23.3
777;75;248500.0;"2024-01-05";8.6
778;100;161600.0;"2022-07-17";8.0
779;100;63000.0;"2016-12-09";4.4
780;113;168300.0;"2026-01-21";15.0
781;113;192200.0;"2024-01-29";5.6
782;114;189100.0;"2018-04-15";8.7
783;114;30000.0;"2015-11-07";7.3
784;176;218300.0;"2022-07-17";13.6
785;176;118400.0;"2023-03-22";12.5
786;177;34200.0;"2022-11-02";9.6
787;177;66200.0;"2023-03-12";0.0
788;187;129700.0;"2021-04-28";2.9
789;187;76500.0;"2021-12-01";20.0
790;195;196900.0;"2023-04-24";11.1
791;195;238400.0;"2026-03-04";0.0
792;195;183100.0;"2015-10-18";24.6
793;211;34400.0;"2022-01-27";22.7
794;221;221200.0;"2017-05-01";9.5
795;221;182400.0;"2019-10-30";0.0
796;223;169700.0;"2016-07-29";9.2
797;232;145800.0;"2022-11-28";2.0
798;233;207400.0;"2016-07-04";18.1
799;241;226000.0;"2024-08-07";24.2
800;241;217500.0;"2017-07-28";2.3
801;287;152200.0;"2019-10-31";19.1
802;316;196200.0;"2023-12-13";17.6
803;331;205000.0;"2024-12-02";24.5
804;331;215000.0;"2023-08-28";22.3
805;340;164500.0;"2021-03-03";12.5
806;340;180500.0;"2018-11-22";2.0
807;340;129300.0;"2023-01-06";9.5
808;349;190000.0;"2018-04-06";6.1
809;349;210300.0;"2024-03-18";6.7
810;356;206400.0;"2016-04-27";10.8
811;365;213900.0;"2022-05-10";12.0
812;365;99100.0;"2021-10-03";24.7
813;399;131500.0;"2016-03-17";5.3
814;399;62300.0;"2021-10-25";13.8
815;405;63200.0;"2023-08-21";24.5
816;405;221200.0;"2025-01-11";2.7
817;405;75400.0;"2017-03-05";20.1
818;413;149800.0;"2017-03-30";24.3
819;415;139000.0;"2021-01-19";24.5
820;417;193700.0;"2017-02-07";19.5
821;435;61500.0;"2018-04-28";23.1
822;436;122800.0;"2024-07-26";19.6
823;436;118100.0;"2015-02-09";24.9
824;474;109600.0;"2021-06-22";18.7
825;474;153000.0;"2020-09-13";9.3
826;476;159300.0;"2019-02-14";0.0
827;483;82000.0;"2025-12-13";0.0
828;483;192900.0;"2018-03-24";24.5
829;483;49900.0;"2018-09-15";10.7
830;491;79600.0;"2018-05-31";22.2
831;491;69700.0;"2020-06-19";12.0
832;491;217500.0;"2016-02-24";9.0
833;508;238000.0;"2023-04-01";14.5
834;508;179200.0;"2024-08-30";5.3
835;1026;93900.0;"2017-10-29";20.5
836;1026;101700.0;"2017-08-10";21.9
837;1033;157500.0;"2024-05-17";2.6
838;31;115000.0;"2021-10-17";25.0
839;35;235800.0;"2016-02-12";2.1
840;35;179500.0;"2018-02-24";18.1
841;49;95000.0;"2023-05-19";9.1
842;49;213800.0;"2015-06-12";6.6
843;68;167200.0;"2018-07-23";8.2
844;68;47200.0;"2017-05-15";1.4
845;70;68800.0;"2023-09-14";18.3
846;70;41200.0;"2017-04-26";8.9
847;70;233500.0;"2020-01-15";18.6
848;89;60900.0;"2019-03-14";16.0
849;89;227300.0;"2015-01-05";13.5
850;97;198800.0;"2017-07-15";6.7
851;97;131800.0;"2016-07-05";19.2
852;104;121300.0;"2023-01-12";23.8
853;104;196900.0;"2020-03-13";12.1
854;104;56100.0;"2016-07-20";22.5
855;120;152500.0;"2016-04-30";1.0
856;150;102200.0;"2020-03-26";21.6
857;150;233200.0;"2022-02-02";17.0
858;151;116000.0;"2021-05-07";2.0
859;151;131400.0;"2023-04-02";17.3
860;189;145800.0;"2016-10-10";8.5
861;191;42100.0;"2023-04-18";18.3
862;191;121100.0;"2021-06-10";22.9
863;191;107400.0;"2023-10-11";7.4
864;192;187600.0;"2022-06-23";11.5
865;192;228800.0;"2019-01-31";5.7
866;201;219600.0;"2024-12-01";0.1
867;201;212900.0;"2018-10-19";18.5
868;214;53000.0;"2024-05-03";24.9
869;219;183300.0;"2021-10-13";10.6
870;228;226600.0;"2018-12-27";4.8
871;236;185400.0;"2023-08-02";18.2
872;236;55000.0;"2017-08-06";24.2
873;265;206900.0;"2026-04-29";13.5
874;265;120700.0;"2020-09-17";13.7
875;284;233400.0;"2018-05-05";12.5
876;284;223700.0;"2026-05-02";10.9
877;284;122400.0;"2016-05-14";3.0
878;292;27900.0;"2019-02-24";18.7
879;292;238900.0;"2020-01-10";9.0
880;299;158600.0;"2024-06-04";3.1
881;362;226100.0;"2018-09-23";18.0
882;366;73300.0;"2021-05-06";23.0
883;366;139100.0;"2023-12-05";11.8
884;366;248700.0;"2016-06-05";20.4
885;382;117600.0;"2021-03-19";17.8
886;382;171200.0;"2023-12-13";9.4
887;382;53300.0;"2020-06-27";0.0
888;389;116000.0;"2025-01-10";2.9
889;389;106000.0;"2019-04-21";20.9
890;391;36500.0;"2024-01-23";14.2
891;391;179300.0;"2026-06-17";16.0
892;403;62300.0;"2021-08-29";6.4
893;403;173200.0;"2015-06-05";23.3
894;403;107500.0;"2023-06-23";17.8
895;456;114400.0;"2026-01-02";2.3
896;478;181100.0;"2015-03-22";0.0
897;478;31000.0;"2016-01-17";15.0
898;529;161700.0;"2017-08-28";24.2
899;536;36000.0;"2018-05-30";19.7
